Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement
No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Sales Executive,41930,4.0,1,12.0,5,1,2.0,4.0,4.0,3
No,Travel_Frequently,Research & Development,4,1,Medical,5,Human Resources,29110,5.0,0,28.0,3,1,1.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Research Director,26610,7.0,1,22.0,2,11,2.0,1.0,3.0,3
No,Non-Travel,Research & Development,7,2,Medical,1,Sales Executive,20280,1.0,1,9.0,3,7,1.0,2.0,3.0,3
No,Travel_Rarely,Sales,2,1,Medical,1,Laboratory Technician,99800,,1,18.0,2,6,4.0,1.0,3.0,3
Yes,Non-Travel,Research & Development,7,2,Life Sciences,2,Research Director,32980,8.0,0,6.0,4,1,4.0,3.0,3.0,2
No,Travel_Frequently,Sales,22,3,Life Sciences,1,Healthcare Representative,29350,0.0,2,3.0,5,2,4.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Research Scientist,154270,3.0,1,18.0,2,0,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,1,4,Technical Degree,5,Research Scientist,39440,6.0,2,8.0,3,4,2.0,2.0,2.0,3
No,Travel_Rarely,Sales,21,1,Life Sciences,1,Sales Executive,40110,1.0,2,31.0,2,0,4.0,3.0,3.0,1
No,Travel_Rarely,Sales,1,3,Marketing,1,Sales Executive,34070,1.0,2,6.0,2,1,2.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,19,4,Technical Degree,4,Sales Executive,119940,1.0,1,6.0,6,1,1.0,2.0,4.0,3
No,Travel_Rarely,Sales,7,3,Medical,1,Laboratory Technician,12320,1.0,0,1.0,4,0,4.0,2.0,3.0,1
No,Travel_Frequently,Sales,2,2,Marketing,1,Sales Executive,29600,1.0,3,32.0,2,10,1.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Research Scientist,190940,1.0,0,7.0,3,0,2.0,3.0,3.0,2
Yes,Travel_Frequently,Research & Development,2,3,Medical,2,Research Scientist,39190,1.0,0,6.0,3,1,1.0,3.0,3.0,3
Yes,Travel_Frequently,Research & Development,9,3,Other,2,Healthcare Representative,68250,1.0,0,1.0,2,0,2.0,1.0,4.0,3
No,Travel_Rarely,Sales,6,2,Life Sciences,4,Research Director,102480,1.0,1,6.0,4,1,2.0,4.0,3.0,3
Yes,Travel_Rarely,Research & Development,9,1,Medical,1,Sales Representative,189470,2.0,2,9.0,2,1,2.0,1.0,1.0,2
No,Travel_Rarely,Research & Development,2,3,Life Sciences,5,Sales Executive,24960,4.0,3,9.0,3,0,1.0,4.0,3.0,3
No,Travel_Rarely,Sales,1,3,Marketing,2,Sales Executive,64650,4.0,0,13.0,3,5,1.0,4.0,4.0,3
No,Travel_Rarely,Sales,22,4,Medical,1,Sales Representative,22060,0.0,1,6.0,4,0,1.0,3.0,2.0,3
No,Travel_Rarely,Sales,9,4,Marketing,2,Laboratory Technician,20860,4.0,0,17.0,3,1,4.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,17,4,Medical,1,Sales Representative,22930,1.0,2,1.0,3,0,4.0,2.0,4.0,1
No,Travel_Rarely,Research & Development,28,4,Life Sciences,2,Manufacturing Director,26450,1.0,0,10.0,5,2,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,10,5,Technical Degree,2,Sales Executive,26830,4.0,0,21.0,3,0,2.0,4.0,2.0,3
No,Travel_Rarely,Human Resources,2,4,Medical,1,Human Resources,20140,3.0,1,8.0,5,0,3.0,1.0,2.0,4
No,Travel_Frequently,Sales,4,3,Medical,2,Healthcare Representative,34190,3.0,1,10.0,5,4,4.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,8,1,Medical,2,Laboratory Technician,53760,7.0,1,21.0,3,0,4.0,1.0,1.0,4
No,Travel_Rarely,Sales,29,4,Marketing,2,Sales Executive,19510,4.0,3,10.0,4,0,1.0,3.0,4.0,4
No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Laboratory Technician,23410,1.0,2,8.0,3,0,3.0,3.0,3.0,2
Yes,Travel_Rarely,Sales,27,3,Life Sciences,2,Research Scientist,22930,0.0,0,5.0,0,0,3.0,1.0,3.0,3
No,Travel_Rarely,Sales,16,2,Life Sciences,3,Sales Executive,87260,1.0,1,3.0,2,1,3.0,3.0,3.0,1
No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Laboratory Technician,40110,4.0,1,26.0,2,0,4.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,2,2,Medical,2,Laboratory Technician,195450,0.0,0,3.0,3,2,1.0,3.0,3.0,2
No,Travel_Rarely,Sales,13,4,Marketing,2,Manufacturing Director,45680,0.0,1,6.0,2,1,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Healthcare Representative,30220,1.0,1,6.0,3,0,1.0,4.0,2.0,3
No,Travel_Frequently,Research & Development,4,5,Technical Degree,3,Manager,57720,1.0,0,1.0,3,0,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,24,3,Other,3,Manager,22690,7.0,1,18.0,2,8,4.0,1.0,4.0,2
No,Travel_Rarely,Research & Development,1,5,Medical,1,Research Scientist,53810,1.0,0,10.0,0,8,2.0,4.0,2.0,3
Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,3,Research Director,34410,2.0,1,5.0,5,0,1.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Manufacturing Director,54540,1.0,1,3.0,5,0,3.0,4.0,3.0,4
No,Travel_Rarely,Research & Development,4,3,Medical,1,Manager,98840,1.0,0,10.0,3,7,3.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Healthcare Representative,41570,1.0,3,6.0,2,1,2.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,10,5,Medical,4,Laboratory Technician,134580,1.0,0,17.0,3,11,2.0,4.0,3.0,3
No,Travel_Frequently,Research & Development,8,3,Technical Degree,2,Laboratory Technician,90690,3.0,1,15.0,3,4,3.0,4.0,1.0,3
No,Travel_Rarely,Research & Development,5,2,Life Sciences,2,Sales Executive,40140,2.0,1,16.0,4,7,3.0,2.0,4.0,2
No,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Research Scientist,59150,2.0,1,13.0,3,0,2.0,2.0,3.0,2
No,Travel_Rarely,Sales,9,3,Marketing,5,Research Director,59930,0.0,1,5.0,3,1,1.0,4.0,3.0,1
Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,5,Sales Representative,61620,1.0,3,1.0,2,1,4.0,3.0,3.0,2
Yes,Travel_Frequently,Research & Development,15,4,Medical,1,Laboratory Technician,24060,1.0,0,10.0,3,9,1.0,1.0,3.0,3
No,Non-Travel,Research & Development,2,1,Medical,1,Research Scientist,187400,1.0,1,1.0,2,0,3.0,3.0,3.0,4
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Healthcare Representative,76370,2.0,1,5.0,3,0,1.0,1.0,4.0,3
No,Travel_Rarely,Research & Development,11,3,Medical,2,Manufacturing Director,100960,0.0,1,4.0,3,1,4.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,16,3,Life Sciences,5,Research Scientist,147560,0.0,1,8.0,3,0,4.0,4.0,3.0,2
No,Travel_Frequently,Sales,2,4,Life Sciences,4,Healthcare Representative,64990,1.0,3,10.0,3,2,2.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,16,3,Technical Degree,1,Sales Executive,97240,3.0,0,12.0,2,2,2.0,2.0,3.0,4
No,Travel_Frequently,Sales,4,3,Technical Degree,5,Laboratory Technician,21940,1.0,0,6.0,5,0,4.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Manager,33880,3.0,0,4.0,2,0,4.0,4.0,3.0,4
No,Travel_Rarely,Sales,5,3,Medical,1,Laboratory Technician,54730,1.0,1,20.0,2,3,4.0,3.0,3.0,4
No,Travel_Rarely,Research & Development,18,1,Medical,1,Healthcare Representative,27030,1.0,1,9.0,2,7,4.0,2.0,4.0,3
Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Healthcare Representative,25010,9.0,0,4.0,3,2,1.0,3.0,3.0,1
No,Travel_Rarely,Research & Development,12,5,Medical,1,Sales Representative,62200,1.0,2,20.0,2,11,4.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,2,3,Life Sciences,5,Research Scientist,30380,1.0,0,10.0,5,0,4.0,4.0,2.0,1
Yes,Travel_Frequently,Research & Development,4,2,Medical,4,Sales Representative,44240,3.0,1,18.0,2,1,2.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Sales Executive,43120,0.0,1,10.0,2,1,2.0,4.0,2.0,2
No,Travel_Rarely,Research & Development,10,3,Medical,5,Research Scientist,132450,1.0,1,9.0,3,0,3.0,1.0,3.0,2
No,Travel_Rarely,Sales,1,3,Medical,2,Sales Executive,136640,3.0,0,10.0,6,7,3.0,4.0,,3
No,Travel_Rarely,Research & Development,2,3,Medical,5,Sales Executive,50210,2.0,0,20.0,3,1,4.0,1.0,3.0,3
No,Travel_Frequently,Research & Development,3,4,Medical,3,Human Resources,51260,5.0,0,20.0,2,1,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,7,1,Life Sciences,2,Laboratory Technician,28590,3.0,1,32.0,2,1,3.0,3.0,3.0,3
No,Travel_Rarely,Sales,6,3,Medical,1,Sales Executive,102390,3.0,3,23.0,3,12,2.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,8,2,Life Sciences,5,Laboratory Technician,53290,8.0,0,10.0,3,2,1.0,1.0,3.0,4
No,Travel_Frequently,Research & Development,29,1,Life Sciences,2,Manufacturing Director,43250,1.0,0,9.0,2,1,4.0,1.0,2.0,2
No,Travel_Rarely,Research & Development,3,3,Medical,1,Manufacturing Director,72600,1.0,0,22.0,2,2,4.0,3.0,3.0,3
No,Travel_Rarely,Sales,9,3,Life Sciences,2,Research Scientist,23220,7.0,1,4.0,0,2,4.0,2.0,3.0,4
Yes,Travel_Rarely,Sales,2,4,Life Sciences,3,Research Scientist,20750,7.0,3,10.0,0,3,1.0,2.0,3.0,2
No,Non-Travel,Research & Development,10,4,Technical Degree,2,Research Scientist,41520,9.0,1,10.0,3,0,1.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Medical,3,Manager,96190,4.0,1,10.0,2,0,3.0,3.0,4.0,3
No,Non-Travel,Research & Development,8,2,Life Sciences,1,Research Scientist,135030,2.0,0,9.0,6,1,1.0,3.0,3.0,2
No,Travel_Frequently,Research & Development,27,3,Life Sciences,1,Research Scientist,54410,9.0,1,28.0,6,11,4.0,3.0,2.0,2
No,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Sales Executive,52090,7.0,1,10.0,3,7,3.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,1,2,Medical,1,Sales Executive,106730,1.0,3,1.0,2,0,3.0,3.0,3.0,3
Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1,Sales Executive,50100,6.0,3,7.0,3,2,3.0,3.0,3.0,3
No,Travel_Frequently,Research & Development,26,1,Life Sciences,1,Laboratory Technician,135490,3.0,2,7.0,3,2,4.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,2,5,Technical Degree,2,Healthcare Representative,49990,3.0,2,10.0,2,4,2.0,3.0,3.0,4
No,Travel_Rarely,Sales,13,3,Marketing,5,Sales Executive,42210,1.0,1,5.0,4,0,2.0,1.0,4.0,3
No,Travel_Rarely,Sales,2,4,Marketing,4,Healthcare Representative,138720,9.0,3,12.0,3,3,3.0,2.0,1.0,2
No,Travel_Rarely,Research & Development,2,4,Medical,1,Manager,20420,7.0,0,30.0,6,1,3.0,4.0,2.0,3
No,Travel_Rarely,Sales,9,3,Marketing,2,Research Scientist,20730,0.0,0,5.0,3,2,4.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Laboratory Technician,29560,8.0,0,9.0,6,0,4.0,1.0,1.0,3
No,Travel_Rarely,Sales,20,3,Marketing,2,Manager,29260,1.0,1,2.0,3,2,4.0,2.0,3.0,2
No,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Laboratory Technician,48090,2.0,0,19.0,2,2,4.0,4.0,3.0,3
No,Non-Travel,Research & Development,5,1,Medical,1,Healthcare Representative,51630,2.0,2,16.0,4,0,4.0,1.0,4.0,3
No,Travel_Frequently,Sales,4,4,Life Sciences,2,Sales Executive,188440,1.0,0,10.0,3,4,,4.0,3.0,1
No,Travel_Rarely,Sales,10,3,Medical,4,Laboratory Technician,181720,6.0,2,6.0,5,0,4.0,3.0,1.0,3
No,Travel_Rarely,Research & Development,20,3,Medical,3,Laboratory Technician,57440,3.0,1,7.0,4,0,2.0,1.0,3.0,2
No,Travel_Rarely,Sales,21,5,Technical Degree,3,Manager,28890,1.0,1,34.0,2,1,3.0,1.0,4.0,3
Yes,Travel_Rarely,Research & Development,1,2,Medical,3,Laboratory Technician,28710,1.0,3,10.0,2,7,4.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Research Scientist,74840,1.0,0,6.0,3,1,3.0,4.0,2.0,3
No,Travel_Rarely,Sales,2,3,Life Sciences,3,Healthcare Representative,60740,0.0,0,9.0,2,3,2.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,23,1,Life Sciences,2,Research Scientist,173280,1.0,1,2.0,2,0,1.0,3.0,3.0,1
Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,1,Research Director,27740,4.0,1,,2,1,2.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,12,3,Technical Degree,1,Research Scientist,45050,1.0,0,6.0,3,1,4.0,4.0,3.0,3
Yes,Travel_Rarely,Human Resources,7,3,Human Resources,4,Laboratory Technician,74280,5.0,0,24.0,2,1,4.0,1.0,3.0,3
No,Non-Travel,Research & Development,7,2,Life Sciences,5,Sales Executive,116310,1.0,1,10.0,2,0,1.0,1.0,3.0,1
No,Non-Travel,Research & Development,1,4,Life Sciences,5,Sales Executive,97380,0.0,2,5.0,2,1,4.0,4.0,3.0,3
No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,Manufacturing Director,28350,3.0,1,5.0,2,2,1.0,,3.0,3
No,Travel_Rarely,Research & Development,10,2,Medical,3,Manufacturing Director,169590,4.0,3,11.0,5,1,2.0,3.0,2.0,3
Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,2,Laboratory Technician,26130,6.0,1,6.0,2,1,4.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,14,4,Technical Degree,2,Manufacturing Director,61460,2.0,0,10.0,3,1,2.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,18,4,Medical,2,Laboratory Technician,49630,9.0,1,9.0,2,1,4.0,1.0,3.0,3
No,Travel_Frequently,Research & Development,13,2,Life Sciences,4,Research Scientist,195370,0.0,0,5.0,5,1,3.0,4.0,3.0,3
No,Travel_Rarely,Sales,2,4,Technical Degree,2,Manufacturing Director,61720,0.0,0,6.0,1,4,4.0,1.0,2.0,3
No,Travel_Frequently,Sales,2,4,Life Sciences,2,Research Scientist,23680,6.0,1,17.0,3,4,1.0,1.0,3.0,3
No,Travel_Rarely,Sales,2,3,Marketing,1,Sales Representative,103120,1.0,0,6.0,2,1,3.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,5,4,Medical,3,Manager,16750,1.0,0,3.0,6,0,1.0,4.0,2.0,2
No,Travel_Rarely,Research & Development,20,3,Medical,1,Laboratory Technician,25230,3.0,1,7.0,2,0,4.0,3.0,3.0,3
No,Travel_Frequently,Research & Development,10,4,Medical,2,Manufacturing Director,65670,1.0,1,8.0,3,3,3.0,2.0,3.0,4
No,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Healthcare Representative,47390,5.0,2,6.0,2,1,3.0,1.0,3.0,3
No,Travel_Frequently,Research & Development,9,4,Medical,1,Manufacturing Director,92080,1.0,1,24.0,2,14,2.0,4.0,2.0,4
Yes,Travel_Rarely,Sales,2,3,Medical,4,Manufacturing Director,45590,1.0,1,1.0,2,0,3.0,1.0,3.0,2
No,Non-Travel,Sales,1,5,Marketing,1,Manufacturing Director,81890,1.0,1,1.0,3,0,3.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Manufacturing Director,29420,8.0,1,9.0,1,1,4.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Sales Executive,49410,5.0,1,30.0,3,0,3.0,3.0,3.0,1
Yes,Travel_Rarely,Sales,2,4,Marketing,4,Research Scientist,106500,1.0,2,1.0,2,0,2.0,1.0,3.0,4
No,Travel_Rarely,Research & Development,3,4,Life Sciences,4,Manufacturing Director,59020,0.0,1,14.0,2,3,3.0,3.0,4.0,3
Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Human Resources,86390,5.0,2,6.0,3,0,1.0,1.0,3.0,2
No,Travel_Rarely,Research & Development,6,4,Other,2,Manager,63470,1.0,0,26.0,2,3,3.0,4.0,2.0,4
No,Travel_Rarely,Sales,6,3,Medical,2,Sales Executive,42000,0.0,0,10.0,3,0,3.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,10,3,Other,1,Research Scientist,34520,1.0,0,10.0,3,0,3.0,3.0,3.0,2
Yes,Travel_Rarely,Research & Development,24,3,Other,2,Research Scientist,43170,7.0,0,40.0,2,13,4.0,2.0,3.0,3
No,Travel_Rarely,Sales,10,4,Marketing,1,Research Scientist,26320,3.0,3,7.0,3,2,4.0,3.0,3.0,4
No,Travel_Rarely,Sales,15,1,Marketing,2,Laboratory Technician,46680,9.0,2,8.0,2,0,4.0,4.0,3.0,3
Yes,Travel_Rarely,Research & Development,19,4,Medical,2,Sales Executive,32040,6.0,1,5.0,4,2,3.0,3.0,2.0,2
No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Healthcare Representative,27200,4.0,1,8.0,3,0,3.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,3,1,Medical,2,Manufacturing Director,171810,1.0,0,14.0,2,6,3.0,3.0,3.0,2
No,Travel_Frequently,Sales,9,3,Marketing,3,Manufacturing Director,22380,,0,10.0,3,0,1.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Research Director,14830,5.0,0,12.0,3,0,3.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Research Director,56050,1.0,2,1.0,2,0,2.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,20,2,Medical,2,Sales Representative,72950,1.0,0,10.0,3,7,2.0,2.0,2.0,3
No,Travel_Frequently,Sales,4,3,Medical,2,Research Scientist,23060,2.0,1,13.0,5,1,1.0,1.0,2.0,3
No,Travel_Frequently,Research & Development,7,4,Life Sciences,3,Laboratory Technician,23480,1.0,1,6.0,3,1,3.0,4.0,3.0,3
Yes,Travel_Rarely,Sales,7,2,Life Sciences,2,Healthcare Representative,89980,1.0,2,9.0,2,7,3.0,4.0,4.0,4
Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,4,Manufacturing Director,43190,4.0,0,12.0,3,7,3.0,4.0,2.0,4
No,Travel_Rarely,Research & Development,25,2,Medical,2,Healthcare Representative,61320,6.0,0,22.0,3,1,2.0,1.0,3.0,2
No,Travel_Rarely,Sales,2,4,Medical,2,Manager,33460,1.0,1,9.0,2,0,3.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,1,3,Medical,1,Research Director,108550,3.0,1,17.0,2,1,3.0,3.0,4.0,3
No,Travel_Rarely,Sales,1,2,Technical Degree,1,Sales Executive,22310,1.0,0,8.0,3,7,2.0,2.0,3.0,2
No,Travel_Rarely,Sales,2,5,Life Sciences,4,Research Scientist,23230,0.0,0,4.0,2,0,3.0,4.0,1.0,3
Yes,Travel_Frequently,Research & Development,22,4,Other,1,Sales Executive,20240,1.0,0,8.0,2,1,3.0,3.0,3.0,3
No,Non-Travel,Sales,1,3,Technical Degree,1,Sales Executive,27130,1.0,0,0.0,2,0,4.0,4.0,2.0,3
No,Travel_Rarely,Sales,16,3,Medical,3,Research Scientist,94390,2.0,3,29.0,0,4,1.0,3.0,2.0,3
No,Travel_Rarely,Sales,24,5,Medical,1,Sales Executive,25660,9.0,1,10.0,3,2,4.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,17,3,Medical,1,Laboratory Technician,199260,7.0,3,6.0,5,0,1.0,1.0,2.0,4
No,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Laboratory Technician,24510,1.0,1,9.0,3,0,1.0,1.0,3.0,2
No,Travel_Rarely,Sales,6,4,Medical,2,Manager,94190,1.0,1,6.0,5,1,3.0,1.0,2.0,2
No,Travel_Rarely,Sales,10,4,Marketing,3,Manager,86860,1.0,0,18.0,2,4,2.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,3,4,Medical,4,Sales Executive,30380,2.0,0,8.0,3,0,2.0,4.0,2.0,3
No,Travel_Frequently,Research & Development,4,5,Medical,5,Sales Representative,30580,9.0,1,10.0,2,0,2.0,4.0,2.0,3
No,Travel_Rarely,Sales,6,3,Marketing,4,Sales Executive,23250,7.0,1,35.0,1,0,1.0,4.0,3.0,4
No,Travel_Rarely,Research & Development,1,5,Technical Degree,2,Healthcare Representative,20880,4.0,3,18.0,2,0,4.0,1.0,3.0,3
No,Travel_Rarely,Sales,10,3,Marketing,1,Human Resources,30720,5.0,0,9.0,4,1,3.0,3.0,2.0,1
No,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Laboratory Technician,50060,3.0,1,31.0,2,0,3.0,4.0,3.0,3
No,Travel_Rarely,Sales,24,2,Life Sciences,4,Laboratory Technician,42570,4.0,0,9.0,2,0,4.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Healthcare Representative,25000,1.0,2,6.0,3,0,2.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Sales Representative,11020,6.0,0,4.0,3,2,4.0,4.0,1.0,2
No,Travel_Rarely,Research & Development,22,3,Medical,1,Laboratory Technician,104530,2.0,1,10.0,2,0,1.0,4.0,2.0,3
No,Travel_Frequently,Sales,13,4,Life Sciences,2,Laboratory Technician,22880,5.0,1,8.0,4,2,2.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,14,3,Other,2,Research Scientist,39290,0.0,0,6.0,6,0,1.0,1.0,3.0,2
No,Travel_Rarely,Sales,11,3,Life Sciences,1,Laboratory Technician,23110,1.0,1,5.0,2,0,3.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Healthcare Representative,31400,1.0,1,17.0,2,5,4.0,3.0,3.0,2
Yes,Travel_Frequently,Sales,8,2,Marketing,1,Laboratory Technician,36900,1.0,1,10.0,2,7,4.0,2.0,2.0,4
No,Non-Travel,Research & Development,21,3,Life Sciences,1,Sales Executive,44500,0.0,0,4.0,3,0,4.0,4.0,3.0,3
No,Travel_Rarely,Sales,5,3,Marketing,4,Research Scientist,27560,1.0,2,5.0,2,0,3.0,1.0,4.0,3
No,Travel_Rarely,Sales,9,3,Technical Degree,2,Sales Representative,190330,2.0,1,7.0,5,0,3.0,1.0,3.0,3
No,Non-Travel,Research & Development,2,5,Technical Degree,2,Healthcare Representative,187220,0.0,1,6.0,3,3,1.0,4.0,2.0,3
No,Travel_Frequently,Research & Development,12,5,Medical,1,Research Scientist,95470,1.0,1,10.0,3,5,2.0,2.0,3.0,2
No,Travel_Rarely,Sales,22,2,Medical,1,Sales Executive,137340,0.0,0,3.0,3,1,2.0,2.0,3.0,4
No,Travel_Rarely,Research & Development,18,1,Technical Degree,2,Research Scientist,199990,2.0,1,17.0,6,1,3.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Sales Executive,22790,3.0,1,8.0,3,0,4.0,4.0,3.0,3
Yes,Travel_Rarely,Sales,3,3,Marketing,3,Laboratory Technician,59160,6.0,0,5.0,2,0,2.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Sales Representative,20890,5.0,0,28.0,2,2,1.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Healthcare Representative,167920,3.0,1,16.0,3,4,4.0,2.0,3.0,4
No,Travel_Frequently,Research & Development,13,4,Life Sciences,3,Human Resources,35640,5.0,0,10.0,1,0,3.0,4.0,3.0,1
No,Travel_Rarely,Research & Development,1,1,Medical,1,Sales Executive,44250,6.0,1,33.0,2,3,4.0,4.0,3.0,4
No,Travel_Frequently,Research & Development,1,3,Medical,1,Laboratory Technician,52650,4.0,1,12.0,4,2,4.0,4.0,2.0,3
No,Travel_Rarely,Sales,15,4,Marketing,3,Research Director,65530,0.0,0,8.0,2,7,3.0,4.0,3.0,3
No,Non-Travel,Research & Development,1,5,Medical,2,Research Scientist,62610,1.0,0,10.0,1,0,1.0,2.0,3.0,3
No,Non-Travel,Research & Development,17,3,Medical,1,Laboratory Technician,42980,1.0,1,31.0,6,14,1.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Other,3,Human Resources,68040,8.0,1,13.0,3,0,4.0,4.0,3.0,2
No,Travel_Rarely,Sales,7,3,Life Sciences,2,Manufacturing Director,38150,3.0,1,7.0,3,0,4.0,2.0,4.0,3
Yes,Travel_Rarely,Research & Development,9,1,Medical,1,Laboratory Technician,27410,1.0,1,1.0,5,0,1.0,4.0,1.0,2
No,Travel_Rarely,Research & Development,5,4,Life Sciences,4,Healthcare Representative,66730,6.0,1,8.0,2,0,1.0,4.0,3.0,4
No,Travel_Rarely,Research & Development,26,2,Life Sciences,2,Manufacturing Director,76390,1.0,0,8.0,6,7,2.0,1.0,3.0,3
No,Travel_Rarely,Sales,24,5,Life Sciences,1,Research Scientist,23280,1.0,2,4.0,3,0,1.0,4.0,3.0,3
Yes,Travel_Frequently,Sales,9,2,Technical Degree,1,Sales Executive,21530,9.0,0,3.0,3,0,4.0,4.0,2.0,3
No,Travel_Rarely,Sales,7,4,Marketing,2,Sales Executive,48760,4.0,2,4.0,4,0,1.0,2.0,4.0,3
Yes,Travel_Rarely,Research & Development,11,3,Medical,2,Sales Executive,93960,1.0,0,2.0,6,0,3.0,3.0,2.0,1
Yes,Travel_Rarely,Research & Development,1,3,Medical,2,Sales Executive,104000,1.0,1,1.0,2,0,,4.0,2.0,3
No,Travel_Rarely,Research & Development,26,4,Medical,1,Laboratory Technician,84740,0.0,0,17.0,3,4,3.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Manufacturing Director,99810,1.0,1,3.0,3,1,4.0,4.0,2.0,3
Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Laboratory Technician,124900,0.0,0,4.0,3,0,2.0,3.0,4.0,3
Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,2,Sales Executive,26570,4.0,0,10.0,3,1,2.0,4.0,2.0,4
No,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Manager,135910,5.0,1,6.0,2,2,3.0,3.0,3.0,3
Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,4,Human Resources,66960,7.0,0,8.0,3,2,4.0,1.0,1.0,3
No,Travel_Rarely,Research & Development,1,3,Medical,1,Research Scientist,20580,1.0,1,1.0,5,0,2.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,12,2,Technical Degree,2,Human Resources,88650,1.0,1,1.0,0,1,2.0,2.0,3.0,3
